action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,16497542,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(CF)N3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774776,,CHEMBL3774776,,0,http://qudt.org/vocab/unit#Percent,2762508,=,1,1,=,,Inhibition,%,,38.5,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,38.5
,,16497543,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCC(F)(F)CC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775390,,CHEMBL3775390,,0,http://qudt.org/vocab/unit#Percent,2762509,=,1,1,=,,Inhibition,%,,25.9,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,25.9
,,16497544,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)[nH]c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775611,,CHEMBL3775611,,0,http://qudt.org/vocab/unit#Percent,2762510,=,1,1,=,,Inhibition,%,,34.2,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,34.2
,,16497545,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(CCc2ccccc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774582,,CHEMBL3774582,,0,http://qudt.org/vocab/unit#Percent,2762511,=,1,1,=,,Inhibition,%,,99.3,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,99.3
,,16497546,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2C)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775207,,CHEMBL3775207,,0,http://qudt.org/vocab/unit#Percent,2762512,=,1,1,=,,Inhibition,%,,54.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,54.0
,,16497547,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2cccc(C)c2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774886,,CHEMBL3774886,,0,http://qudt.org/vocab/unit#Percent,2762513,=,1,1,=,,Inhibition,%,,70.9,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,70.9
,,16497548,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccc(C)cc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775053,,CHEMBL3775053,,0,http://qudt.org/vocab/unit#Percent,2762514,=,1,1,=,,Inhibition,%,,58.3,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,58.3
,,16497549,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2OC)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774548,,CHEMBL3774548,,0,http://qudt.org/vocab/unit#Percent,2762515,=,1,1,=,,Inhibition,%,,87.9,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,87.9
,,16497550,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2cccc(OC)c2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774891,,CHEMBL3774891,,0,http://qudt.org/vocab/unit#Percent,2762516,=,1,1,=,,Inhibition,%,,77.1,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,77.1
,,16497551,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccc(OC)cc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775726,,CHEMBL3775726,,0,http://qudt.org/vocab/unit#Percent,2762517,=,1,1,=,,Inhibition,%,,77.7,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,77.7
,,16497552,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2F)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774520,,CHEMBL3774520,,0,http://qudt.org/vocab/unit#Percent,2762518,=,1,1,=,,Inhibition,%,,89.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,89.0
,,16497553,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2cccc(F)c2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775401,,CHEMBL3775401,,0,http://qudt.org/vocab/unit#Percent,2762519,=,1,1,=,,Inhibition,%,,89.7,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,89.7
,,16497554,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccc(F)cc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775789,,CHEMBL3775789,,0,http://qudt.org/vocab/unit#Percent,2762520,=,1,1,=,,Inhibition,%,,91.1,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,91.1
,,16497555,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775857,,CHEMBL3775857,,0,http://qudt.org/vocab/unit#Percent,2762521,=,1,1,=,,Inhibition,%,,12.9,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,12.9
,,16497556,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccc(C(F)(F)F)cc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775871,,CHEMBL3775871,,0,http://qudt.org/vocab/unit#Percent,2762522,=,1,1,=,,Inhibition,%,,77.7,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,77.7
,,16497557,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2[N+](=O)[O-])c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775173,,CHEMBL3775173,,0,http://qudt.org/vocab/unit#Percent,2762523,=,1,1,=,,Inhibition,%,,91.8,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,91.8
,,16497558,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2cccc([N+](=O)[O-])c2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775575,,CHEMBL3775575,,0,http://qudt.org/vocab/unit#Percent,2762524,=,1,1,=,,Inhibition,%,,85.1,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,85.1
,,16497559,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccc([N+](=O)[O-])cc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775819,,CHEMBL3775819,,0,http://qudt.org/vocab/unit#Percent,2762525,=,1,1,=,,Inhibition,%,,89.9,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,89.9
,,16497560,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)Cc1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774968,,CHEMBL3774968,,0,http://qudt.org/vocab/unit#Percent,2762526,=,1,1,=,,Inhibition,%,,98.4,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,98.4
,,16497561,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1cc2cc(OCCCN3CCCCC3)ccc2n1Cc1ccccc1,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775722,,CHEMBL3775722,,0,http://qudt.org/vocab/unit#Percent,2762527,=,1,1,=,,Inhibition,%,,95.6,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,95.6
,,16497562,[],CHEMBL3777946,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1c(C(=O)O)c2cc(OCCCN3CCCCC3)ccc2n1Cc1ccccc1,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774806,,CHEMBL3774806,,0,http://qudt.org/vocab/unit#Percent,2762528,=,1,1,=,,Inhibition,%,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,%,UO_0000187,,0.0
,Not Active,16497627,[],CHEMBL3778150,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as potentiation of ciprofloxacin-mediated antibacterial activity,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCNCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775445,,CHEMBL3775445,,0,http://qudt.org/vocab/unit#Percent,2762490,,1,0,,,Inhibition,%,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,,UO_0000187,,
,Not Active,16497628,[],CHEMBL3778150,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as potentiation of ciprofloxacin-mediated antibacterial activity,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCNCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775062,,CHEMBL3775062,,0,http://qudt.org/vocab/unit#Percent,2762496,,1,0,,,Inhibition,%,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,,UO_0000187,,
,Not Active,16497629,[],CHEMBL3778150,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as potentiation of ciprofloxacin-mediated antibacterial activity,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775841,,CHEMBL3775841,,0,http://qudt.org/vocab/unit#Percent,2762500,,1,0,,,Inhibition,%,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,INH,,UO_0000187,,
,Not Determined,16497630,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc([N+](=O)[O-])cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775147,,CHEMBL3775147,,0,,2762481,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,Not Determined,16497631,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(C(F)(F)F)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774928,,CHEMBL3774928,,0,,2762482,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,Not Determined,16497632,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(O)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL1567647,,CHEMBL1567647,,0,,2762483,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,Not Determined,16497633,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OC(C)=O)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774842,,CHEMBL3774842,,0,,2762484,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,Not Determined,16497634,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCc3ccccc3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775619,,CHEMBL3775619,,0,,2762485,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,,16497635,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN(C)C)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '12.22', 'le': '0.23', 'lle': '0.53', 'sei': '10.64'}",CHEMBL3775114,,CHEMBL3775114,4.65,0,http://www.openphacts.org/units/Nanomolar,2762486,=,1,1,=,,IC50,nM,,22500.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,22.5
,Not Determined,16497636,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CC)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774716,,CHEMBL3774716,,0,,2762487,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,,16497637,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '11.74', 'le': '0.22', 'lle': '-0.10', 'sei': '11.29'}",CHEMBL3775322,,CHEMBL3775322,4.94,0,http://www.openphacts.org/units/Nanomolar,2762488,=,1,1,=,,IC50,nM,,11600.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,11.6
,,16497638,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCOCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '11.30', 'le': '0.21', 'lle': '0.88', 'sei': '9.02'}",CHEMBL3775842,,CHEMBL3775842,4.78,0,http://www.openphacts.org/units/Nanomolar,2762489,=,1,1,=,,IC50,nM,,16800.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,16.8
,,16497639,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCNCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '11.41', 'le': '0.21', 'lle': '1.35', 'sei': '8.63'}",CHEMBL3775445,,CHEMBL3775445,4.81,0,http://www.openphacts.org/units/Nanomolar,2762490,=,1,1,=,,IC50,nM,,15500.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,15.5
,,16497640,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCN(C)CC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '11.47', 'le': '0.21', 'lle': '1.20', 'sei': '10.64'}",CHEMBL3774527,,CHEMBL3774527,5.00,0,http://www.openphacts.org/units/Nanomolar,2762491,=,1,1,=,,IC50,nM,,10100.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,10.1
,,16497641,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '12.02', 'le': '0.22', 'lle': '-0.21', 'sei': '11.95'}",CHEMBL3775105,,CHEMBL3775105,5.22,1,http://www.openphacts.org/units/Nanomolar,2762492,=,1,1,=,,IC50,nM,,6000.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,6.0
,Not Determined,16497642,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774853,,CHEMBL3774853,,0,,2762493,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,,16497643,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCOCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '11.40', 'le': '0.21', 'lle': '0.69', 'sei': '9.40'}",CHEMBL3775483,,CHEMBL3775483,4.97,0,http://www.openphacts.org/units/Nanomolar,2762494,=,1,1,=,,IC50,nM,,10600.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,10.6
,,16497644,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCN(C)CC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '10.95', 'le': '0.20', 'lle': '0.73', 'sei': '10.49'}",CHEMBL3774675,,CHEMBL3774675,4.92,0,http://www.openphacts.org/units/Nanomolar,2762495,=,1,1,=,,IC50,nM,,11900.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,11.9
,,16497645,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCNCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,"{'bei': '11.26', 'le': '0.21', 'lle': '1.05', 'sei': '8.80'}",CHEMBL3775062,,CHEMBL3775062,4.90,0,http://www.openphacts.org/units/Nanomolar,2762496,=,1,1,=,,IC50,nM,,12500.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,uM,UO_0000065,,12.5
,Not Determined,16497646,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCCN3CCNCC3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775236,,CHEMBL3775236,,0,,2762497,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,Not Determined,16497647,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCNCc3ccccc3)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3775416,,CHEMBL3775416,,0,,2762498,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
,Not Determined,16497648,[],CHEMBL3778151,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux incubated for 20 mins measured for 5 mins by real-time fluorometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN)cc12,,,CHEMBL3774342,J Med Chem,2016,,CHEMBL3774832,,CHEMBL3774832,,0,,2762499,,1,0,,,IC50,,,,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,IC50,,,,
